#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
RMDv1_0000000725	1144275.COCOR_02594	0.0	3134.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,42NH4@68525|delta/epsilon subdivisions,2WN7A@28221|Deltaproteobacteria,2YTZA@29|Myxococcales	28221|Deltaproteobacteria	Q	non-ribosomal peptide synthetase	-	-	-	ko:K16416	ko01052,map01052	-	-	-	ko00000,ko00001,ko01008	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000726	498211.CJA_2623	1.06e-197	682.0	COG3209@1|root,COG3209@2|Bacteria,1MVV1@1224|Proteobacteria,1RMPT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	COG3209 Rhs family protein	-	-	-	-	-	-	-	-	-	-	-	-	RHS_repeat,SpvB,TcdB_toxin_midN,VCBS
RMDv1_0000000727	118161.KB235922_gene2554	0.0	2580.0	COG1020@1|root,COG1020@2|Bacteria,1G0XE@1117|Cyanobacteria,3VII7@52604|Pleurocapsales	1117|Cyanobacteria	Q	COGs COG1020 Non-ribosomal peptide synthetase modules and related protein	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000728	1174528.JH992893_gene5951	0.0	3026.0	COG1020@1|root,COG1020@2|Bacteria,1G0XE@1117|Cyanobacteria,1JJIN@1189|Stigonemataceae	1117|Cyanobacteria	Q	AMP-binding enzyme	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,Methyltransf_12,Methyltransf_25,PP-binding,Thioesterase
RMDv1_0000000729	313606.M23134_08413	0.0	3175.0	COG3291@1|root,COG3405@1|root,COG4625@1|root,COG3291@2|Bacteria,COG3405@2|Bacteria,COG4625@2|Bacteria,4NJU9@976|Bacteroidetes,47NEJ@768503|Cytophagia	976|Bacteroidetes	Q	cell adhesion involved in biofilm formation	-	-	-	-	-	-	-	-	-	-	-	-	Big_5,PKD
RMDv1_0000000731	1122214.AQWH01000018_gene3506	6.71e-22	114.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria,2U0JK@28211|Alphaproteobacteria	28211|Alphaproteobacteria	MU	outer membrane autotransporter barrel	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,PATR,Pertactin
RMDv1_0000000732	76869.PputGB1_3809	0.0	7841.0	COG0318@1|root,COG1020@1|root,COG0318@2|Bacteria,COG1020@2|Bacteria,1MU6G@1224|Proteobacteria,1T1II@1236|Gammaproteobacteria,1YX91@136845|Pseudomonas putida group	1236|Gammaproteobacteria	IQ	Peptide synthase	pvdL	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding
RMDv1_0000000733	1144275.COCOR_03928	0.0	2947.0	COG0318@1|root,COG1020@1|root,COG0318@2|Bacteria,COG1020@2|Bacteria,1MU6G@1224|Proteobacteria,43C6Z@68525|delta/epsilon subdivisions,2X7UA@28221|Deltaproteobacteria,2Z3KU@29|Myxococcales	28221|Deltaproteobacteria	IQ	Pfam:HxxPF_rpt	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000734	1229909.NSED_04505	3.14e-147	473.0	COG2133@1|root,arCOG02796@2157|Archaea,41T0Q@651137|Thaumarchaeota	651137|Thaumarchaeota	G	Glucose sorbosone	-	-	-	-	-	-	-	-	-	-	-	-	GSDH
RMDv1_0000000735	1116369.KB890026_gene5577	3.09e-23	119.0	COG3210@1|root,COG3468@1|root,COG4625@1|root,COG3210@2|Bacteria,COG3468@2|Bacteria,COG4625@2|Bacteria,1MU92@1224|Proteobacteria,2TX9B@28211|Alphaproteobacteria,43RVT@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	MU	Autotransporter beta-domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,PATR
RMDv1_0000000736	1198452.Jab_1c25820	0.0	3284.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,2VHRU@28216|Betaproteobacteria,473K1@75682|Oxalobacteraceae	28216|Betaproteobacteria	Q	Linear gramicidin synthase subunit	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000737	1541065.JRFE01000004_gene5261	1.01e-64	256.0	COG1572@1|root,COG2304@1|root,COG2911@1|root,COG2931@1|root,COG3204@1|root,COG3210@1|root,COG3386@1|root,COG3420@1|root,COG4257@1|root,COG1572@2|Bacteria,COG2304@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3204@2|Bacteria,COG3210@2|Bacteria,COG3386@2|Bacteria,COG3420@2|Bacteria,COG4257@2|Bacteria	2|Bacteria	V	antibiotic catabolic process	-	-	3.4.21.10	ko:K01317,ko:K02674,ko:K07004,ko:K11016,ko:K13277,ko:K20276,ko:K21449	ko02024,ko03070,map02024,map03070	-	-	-	ko00000,ko00001,ko01000,ko01002,ko02000,ko02035,ko02042,ko02044,ko03110,ko04131	1.B.40.2	-	-	Gram_pos_anchor
RMDv1_0000000738	1237149.C900_04426	0.0	2409.0	COG1404@1|root,COG2133@1|root,COG2374@1|root,COG3291@1|root,COG3468@1|root,COG5492@1|root,COG1404@2|Bacteria,COG2133@2|Bacteria,COG2374@2|Bacteria,COG3291@2|Bacteria,COG3468@2|Bacteria,COG5492@2|Bacteria,4NJU9@976|Bacteroidetes,47NEJ@768503|Cytophagia	976|Bacteroidetes	Q	cell adhesion involved in biofilm formation	-	-	-	-	-	-	-	-	-	-	-	-	Big_5,PKD
RMDv1_0000000739	1137799.GZ78_12955	0.0	1073.0	COG2911@1|root,COG2931@1|root,COG3533@1|root,COG5276@1|root,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3533@2|Bacteria,COG5276@2|Bacteria,1MU7T@1224|Proteobacteria,1RNK8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin_3,He_PIG,OmpA_membrane,fn3
RMDv1_0000000740	1196028.ALEF01000037_gene870	7.83e-34	144.0	COG3266@1|root,COG3266@2|Bacteria,1UYHI@1239|Firmicutes,4HFF7@91061|Bacilli	91061|Bacilli	S	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000741	533240.CRC_01910	2.93e-107	397.0	COG0834@1|root,COG2911@1|root,COG2931@1|root,COG3209@1|root,COG3210@1|root,COG3420@1|root,COG4932@1|root,COG5276@1|root,COG0834@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3209@2|Bacteria,COG3210@2|Bacteria,COG3420@2|Bacteria,COG4932@2|Bacteria,COG5276@2|Bacteria,1GQ0G@1117|Cyanobacteria,1HN8U@1161|Nostocales	1117|Cyanobacteria	MU	Dystroglycan-type cadherin-like domains.	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,He_PIG,RHS_repeat
RMDv1_0000000742	1107311.Q767_01620	1.96e-124	432.0	COG3291@1|root,COG3386@1|root,COG5306@1|root,COG3291@2|Bacteria,COG3386@2|Bacteria,COG5306@2|Bacteria,4PM1B@976|Bacteroidetes	976|Bacteroidetes	G	SPTR Cell surface protein	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000743	502025.Hoch_2577	5.36e-37	155.0	COG3291@1|root,COG3291@2|Bacteria,1QU15@1224|Proteobacteria,4336P@68525|delta/epsilon subdivisions,2WYD6@28221|Deltaproteobacteria,2YX7G@29|Myxococcales	28221|Deltaproteobacteria	S	Pkd domain containing protein	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000744	1469245.JFBG01000023_gene1286	1.19e-55	226.0	COG1404@1|root,COG2133@1|root,COG1404@2|Bacteria,COG2133@2|Bacteria,1RCVP@1224|Proteobacteria	1224|Proteobacteria	O	pyrroloquinoline quinone binding	-	-	-	-	-	-	-	-	-	-	-	-	Calx-beta
RMDv1_0000000745	498211.CJA_0016	1.26e-24	124.0	COG1361@1|root,COG2372@1|root,COG4733@1|root,COG1361@2|Bacteria,COG2372@2|Bacteria,COG4733@2|Bacteria,1N837@1224|Proteobacteria,1RZXI@1236|Gammaproteobacteria,1FI0F@10|Cellvibrio	1236|Gammaproteobacteria	M	Fibronectin type III domain	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000746	1122214.AQWH01000018_gene3506	1.14e-21	114.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria,2U0JK@28211|Alphaproteobacteria	28211|Alphaproteobacteria	MU	outer membrane autotransporter barrel	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,PATR,Pertactin
RMDv1_0000000747	1396141.BATP01000056_gene3201	1.95e-55	224.0	COG1404@1|root,COG3210@1|root,COG4412@1|root,COG5492@1|root,COG1404@2|Bacteria,COG3210@2|Bacteria,COG4412@2|Bacteria,COG5492@2|Bacteria	2|Bacteria	N	domain, Protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Peptidase_S8,fn3
RMDv1_0000000748	1224136.AMFN01000003_gene3418	4.22e-46	191.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria	1224|Proteobacteria	MU	outer membrane autotransporter barrel domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,Pertactin
RMDv1_0000000749	561230.PC1_0470	5.56e-85	323.0	COG0689@1|root,COG2931@1|root,COG3210@1|root,COG3637@1|root,COG0689@2|Bacteria,COG2931@2|Bacteria,COG3210@2|Bacteria,COG3637@2|Bacteria,1MU7T@1224|Proteobacteria,1RSVF@1236|Gammaproteobacteria,1MRYX@122277|Pectobacterium	1236|Gammaproteobacteria	JMQU	Domain of unknown function (DUF4347)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4347,He_PIG
RMDv1_0000000750	1532558.JL39_09520	2.43e-22	115.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria,2U0JK@28211|Alphaproteobacteria,4BCNC@82115|Rhizobiaceae	28211|Alphaproteobacteria	MU	Autotransporter beta-domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,PATR,Pertactin
RMDv1_0000000751	387631.Asulf_01539	6.77e-30	140.0	COG1196@1|root,COG5283@1|root,arCOG00371@2157|Archaea,arCOG11109@2157|Archaea,2XX0Z@28890|Euryarchaeota	28890|Euryarchaeota	D	Phage tail tape measure protein TP901	-	-	-	-	-	-	-	-	-	-	-	-	PhageMin_Tail
RMDv1_0000000752	1042377.AFPJ01000023_gene657	2.08e-290	983.0	COG1361@1|root,COG4932@1|root,COG1361@2|Bacteria,COG4932@2|Bacteria,1QUEG@1224|Proteobacteria	1224|Proteobacteria	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	-	-	-	-	-	-	-	-	-	-	-	-	SdrD_B
RMDv1_0000000753	220664.PFL_0133	2.94e-75	291.0	COG2304@1|root,COG2931@1|root,COG5625@1|root,COG2304@2|Bacteria,COG2931@2|Bacteria,COG5625@2|Bacteria,1MU7T@1224|Proteobacteria,1RMZW@1236|Gammaproteobacteria,1YMJD@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	Q	Cadherin-like	lapA	-	-	ko:K12549	-	-	-	-	ko00000	-	-	-	Big_3_2,Cadherin_3,Calx-beta,HemolysinCabind,VCBS,VWA,VWA_2
RMDv1_0000000754	186497.PF1670	1.54e-28	134.0	COG1404@1|root,arCOG00702@2157|Archaea,2XTGN@28890|Euryarchaeota,24359@183968|Thermococci	183968|Thermococci	O	Serine protease with a broad substrate specificity	-	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005509,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0046872,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	ko:K17734	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	PPC,Peptidase_S8
RMDv1_0000000755	118173.KB235914_gene1467	1.47e-23	120.0	COG2931@1|root,COG3210@1|root,COG2931@2|Bacteria,COG3210@2|Bacteria,1GQCK@1117|Cyanobacteria,1HI2W@1150|Oscillatoriales	1117|Cyanobacteria	Q	Domains in Na-Ca exchangers and integrin-beta4	-	-	3.4.24.40	ko:K01406	ko01503,map01503	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Calx-beta,DUF4347,HemolysinCabind,VCBS
RMDv1_0000000756	1224136.AMFN01000003_gene3418	3.88e-44	185.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria	1224|Proteobacteria	MU	outer membrane autotransporter barrel domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,Pertactin
RMDv1_0000000757	1298593.TOL_0394	3.24e-70	274.0	COG2304@1|root,COG2304@2|Bacteria,1R30D@1224|Proteobacteria,1T60R@1236|Gammaproteobacteria,1XKMA@135619|Oceanospirillales	2|Bacteria	S	oxidoreductase activity	-	-	-	ko:K07114	-	-	-	-	ko00000,ko02000	1.A.13.2.2,1.A.13.2.3	-	-	CHU_C,DUF11,Glug,NADase_NGA
RMDv1_0000000758	1304885.AUEY01000079_gene1030	0.0	3245.0	COG0304@1|root,COG1028@1|root,COG2070@1|root,COG3321@1|root,COG0304@2|Bacteria,COG1028@2|Bacteria,COG2070@2|Bacteria,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,42NGA@68525|delta/epsilon subdivisions,2WJK3@28221|Deltaproteobacteria,2MIK4@213118|Desulfobacterales	28221|Deltaproteobacteria	IQ	Beta-ketoacyl synthase, C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,NMO,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000000760	1173020.Cha6605_0799	4.15e-111	409.0	COG2931@1|root,COG3121@1|root,COG2931@2|Bacteria,COG3121@2|Bacteria,1GQCK@1117|Cyanobacteria	1117|Cyanobacteria	Q	PFAM Hemolysin-type calcium-binding	-	-	3.4.24.40	ko:K01406	ko01503,map01503	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Calx-beta,DUF4347,HemolysinCabind,VCBS
RMDv1_0000000761	1224136.AMFN01000003_gene3418	3.05e-10	75.9	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria	1224|Proteobacteria	MU	outer membrane autotransporter barrel domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,Pertactin
RMDv1_0000000762	296587.XP_002506687.1	7.65e-66	256.0	2E3BA@1|root,2SAF2@2759|Eukaryota,3822D@33090|Viridiplantae,34NGR@3041|Chlorophyta	3041|Chlorophyta	S	FG-GAP repeat	-	-	-	-	-	-	-	-	-	-	-	-	FG-GAP_2
RMDv1_0000000763	292564.Cyagr_1101	6.25e-53	217.0	COG3210@1|root,COG3210@2|Bacteria	2|Bacteria	U	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF4214,DUF4347,HemolysinCabind
RMDv1_0000000764	1174528.JH992898_gene4643	2.64e-204	672.0	COG1413@1|root,COG1413@2|Bacteria,1G2TK@1117|Cyanobacteria	1117|Cyanobacteria	C	lyase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000765	1278073.MYSTI_02092	0.0	2728.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,42NH4@68525|delta/epsilon subdivisions,2WN7A@28221|Deltaproteobacteria,2YTZA@29|Myxococcales	28221|Deltaproteobacteria	Q	non-ribosomal peptide synthetase	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000766	1144275.COCOR_02593	0.0	2263.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,42NH4@68525|delta/epsilon subdivisions,2WN7A@28221|Deltaproteobacteria,2YTZA@29|Myxococcales	28221|Deltaproteobacteria	Q	non-ribosomal peptide synthetase	-	-	-	ko:K16416	ko01052,map01052	-	-	-	ko00000,ko00001,ko01008	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000767	296587.XP_002506687.1	1.4e-66	258.0	2E3BA@1|root,2SAF2@2759|Eukaryota,3822D@33090|Viridiplantae,34NGR@3041|Chlorophyta	3041|Chlorophyta	S	FG-GAP repeat	-	-	-	-	-	-	-	-	-	-	-	-	FG-GAP_2
RMDv1_0000000768	63737.Npun_R3023	0.0	2605.0	COG1020@1|root,COG1020@2|Bacteria,1G0XE@1117|Cyanobacteria,1HKNU@1161|Nostocales	1117|Cyanobacteria	Q	TIGRFAM amino acid adenylation domain	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding
RMDv1_0000000769	143224.JQMD01000002_gene4202	0.0	6000.0	COG2373@1|root,COG3209@1|root,COG2373@2|Bacteria,COG3209@2|Bacteria,4PKKG@976|Bacteroidetes,1IJBU@117743|Flavobacteriia	976|Bacteroidetes	U	IgGFc binding protein	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,DUF11,DUF4347,IgGFc_binding,SprB
RMDv1_0000000770	700598.Niako_2331	0.0	3008.0	COG1020@1|root,COG1020@2|Bacteria,4NDV5@976|Bacteroidetes,1IPHG@117747|Sphingobacteriia	976|Bacteroidetes	Q	amino acid adenylation domain protein	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000771	1121271.AUCM01000007_gene3868	6.34e-41	177.0	COG2931@1|root,COG3420@1|root,COG4932@1|root,COG2931@2|Bacteria,COG3420@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,2UHG7@28211|Alphaproteobacteria	28211|Alphaproteobacteria	Q	Cadherin repeats.	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,HemolysinCabind
RMDv1_0000000772	1385517.N800_00715	6.98e-259	828.0	COG2885@1|root,COG2885@2|Bacteria,1QW22@1224|Proteobacteria,1T4AK@1236|Gammaproteobacteria,1XDD9@135614|Xanthomonadales	135614|Xanthomonadales	M	Ompa motb domain protein	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000773	1122132.AQYH01000001_gene973	3.5e-17	98.6	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria,2U0JK@28211|Alphaproteobacteria,4BCNC@82115|Rhizobiaceae	28211|Alphaproteobacteria	MU	Autotransporter beta-domain	-	-	-	ko:K19231	-	-	-	-	ko00000,ko02000	1.B.12	-	-	Autotransporter,PATR,Pertactin
RMDv1_0000000774	313606.M23134_08279	1.8e-56	228.0	COG1361@1|root,COG1409@1|root,COG2931@1|root,COG3420@1|root,COG4886@1|root,COG1361@2|Bacteria,COG1409@2|Bacteria,COG2931@2|Bacteria,COG3420@2|Bacteria,COG4886@2|Bacteria,4PMET@976|Bacteroidetes	976|Bacteroidetes	Q	Concanavalin A-like lectin/glucanases superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Laminin_G_3
RMDv1_0000000775	1246995.AFR_22960	9.87e-68	266.0	COG4733@1|root,COG4733@2|Bacteria,2H7QD@201174|Actinobacteria,4DJZF@85008|Micromonosporales	201174|Actinobacteria	NU	Fibronectin type III domain	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	fn3
RMDv1_0000000776	1545915.JROG01000004_gene1871	5.97e-32	148.0	COG3210@1|root,COG3595@1|root,COG4733@1|root,COG3210@2|Bacteria,COG3595@2|Bacteria,COG4733@2|Bacteria,1MXIP@1224|Proteobacteria,2TTVB@28211|Alphaproteobacteria,2K35Q@204457|Sphingomonadales	204457|Sphingomonadales	U	haemagglutination activity domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF3739,FG-GAP_2,Haemagg_act
RMDv1_0000000777	1229909.NSED_01605	2.42e-13	82.8	arCOG08038@1|root,arCOG10597@1|root,arCOG08038@2157|Archaea,arCOG10597@2157|Archaea,41SZN@651137|Thaumarchaeota	651137|Thaumarchaeota	O	serine-type endopeptidase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000778	1385517.N800_04515	4.1e-12	82.0	COG1404@1|root,COG1404@2|Bacteria	2|Bacteria	O	Belongs to the peptidase S8 family	-	-	-	-	-	-	-	-	-	-	-	-	CarboxypepD_reg,Laminin_G_3,Reprolysin_4,VPEP
RMDv1_0000000779	81824.XP_001743008.1	4.89e-32	148.0	KOG3610@1|root,KOG3610@2759|Eukaryota,39QB7@33154|Opisthokonta	33154|Opisthokonta	T	ig-like, plexins, transcription factors	-	-	-	-	-	-	-	-	-	-	-	-	TIG
RMDv1_0000000780	316274.Haur_4998	7.01e-21	111.0	COG3210@1|root,COG3391@1|root,COG5184@1|root,COG3210@2|Bacteria,COG3391@2|Bacteria,COG5184@2|Bacteria	2|Bacteria	DZ	guanyl-nucleotide exchange factor activity	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Autotransporter,Beta_helix,CHU_C,Calx-beta,DUF4347,FG-GAP,HYR,VCBS
RMDv1_0000000781	118161.KB235922_gene2554	0.0	3160.0	COG1020@1|root,COG1020@2|Bacteria,1G0XE@1117|Cyanobacteria,3VII7@52604|Pleurocapsales	1117|Cyanobacteria	Q	COGs COG1020 Non-ribosomal peptide synthetase modules and related protein	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000000782	153948.NAL212_2837	0.0	1070.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria	1224|Proteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	3.1.4.50	ko:K01127	ko00563,map00563	-	R06623	-	ko00000,ko00001,ko01000	-	-	-	Big_5,Calx-beta,FG-GAP,HemolysinCabind
RMDv1_0000000783	313590.MED134_10485	2.01e-27	133.0	COG1361@1|root,COG2304@1|root,COG2373@1|root,COG3210@1|root,COG4932@1|root,COG5184@1|root,COG1361@2|Bacteria,COG2304@2|Bacteria,COG2373@2|Bacteria,COG3210@2|Bacteria,COG4932@2|Bacteria,COG5184@2|Bacteria,4NG16@976|Bacteroidetes,1HY10@117743|Flavobacteriia	976|Bacteroidetes	M	C-terminal domain of CHU protein family	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11,SdrD_B
RMDv1_0000000784	1345695.CLSA_c14780	2.4e-28	128.0	COG5492@1|root,COG5492@2|Bacteria,1VX47@1239|Firmicutes,24C5W@186801|Clostridia,36H1I@31979|Clostridiaceae	186801|Clostridia	N	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	Big_2
RMDv1_0000000785	1007105.PT7_0268	0.0	5335.0	COG3210@1|root,COG3210@2|Bacteria,1MXIP@1224|Proteobacteria,2VHH4@28216|Betaproteobacteria,3T5BX@506|Alcaligenaceae	28216|Betaproteobacteria	U	Filamentous haemagglutinin family outer membrane protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF3739,ESPR,Haemagg_act
RMDv1_0000000786	267608.RSc1806	0.0	2975.0	COG0318@1|root,COG1020@1|root,COG1028@1|root,COG3321@1|root,COG0318@2|Bacteria,COG1020@2|Bacteria,COG1028@2|Bacteria,COG3321@2|Bacteria,1MU6G@1224|Proteobacteria,2WGHZ@28216|Betaproteobacteria,1KG5N@119060|Burkholderiaceae	28216|Betaproteobacteria	IQ	amp-dependent synthetase and ligase	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,Acyl_transf_1,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,Methyltransf_12,PP-binding,ketoacyl-synt
RMDv1_0000000787	436308.Nmar_0334	5.33e-19	100.0	arCOG08038@1|root,arCOG08038@2157|Archaea,41SZN@651137|Thaumarchaeota	651137|Thaumarchaeota	S	protein secretion by the type IV secretion system	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000000788	312309.VF_1506	0.0	6120.0	COG2373@1|root,COG2931@1|root,COG2373@2|Bacteria,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,1RNK8@1236|Gammaproteobacteria,1XSBS@135623|Vibrionales	135623|Vibrionales	Q	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	DUF4114,HemolysinCabind
RMDv1_0000000789	350058.Mvan_1003	0.0	1563.0	COG3321@1|root,COG3321@2|Bacteria,2H477@201174|Actinobacteria,232E7@1762|Mycobacteriaceae	201174|Actinobacteria	Q	polyketide synthase	-	-	-	-	-	-	-	-	-	-	-	-	ADH_N,ADH_zinc_N,ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,NAD_binding_4,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000000790	477184.KYC_18040	5.07e-149	534.0	COG2273@1|root,COG2304@1|root,COG2931@1|root,COG2273@2|Bacteria,COG2304@2|Bacteria,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2VKA9@28216|Betaproteobacteria,3T4YM@506|Alcaligenaceae	28216|Betaproteobacteria	Q	von Willebrand factor (vWF) type A domain	-	-	-	-	-	-	-	-	-	-	-	-	Calx-beta,He_PIG,HemolysinCabind,VWA_2
RMDv1_0000000791	1281779.H009_21266	2.79e-24	120.0	COG3468@1|root,COG3468@2|Bacteria,1R8WV@1224|Proteobacteria,2U0JK@28211|Alphaproteobacteria,4BCNC@82115|Rhizobiaceae	28211|Alphaproteobacteria	MU	Autotransporter beta-domain	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,Pertactin
RMDv1_0000000792	696747.NIES39_D06940	9.58e-110	397.0	COG0739@1|root,COG1520@1|root,COG3391@1|root,COG0739@2|Bacteria,COG1520@2|Bacteria,COG3391@2|Bacteria	2|Bacteria	CO	amine dehydrogenase activity	-	-	2.7.7.6,3.4.24.40	ko:K01406,ko:K03046	ko00230,ko00240,ko01100,ko01503,ko03020,map00230,map00240,map01100,map01503,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko01002,ko03021,ko03400	-	-	-	Calx-beta,DUF5122,OapA,PPC,Peptidase_M23,SBBP
RMDv1_0000000793	81824.XP_001743008.1	5.4e-21	112.0	KOG3610@1|root,KOG3610@2759|Eukaryota,39QB7@33154|Opisthokonta	33154|Opisthokonta	T	ig-like, plexins, transcription factors	-	-	-	-	-	-	-	-	-	-	-	-	TIG
